county state,relative mobility,absolute mobility,sample size,lat,long
Henry VA,0.465,36.6,1470,36.690407,-79.903132
Isle of Wight VA,0.424,38.3,1082,36.921892,-76.655375
James City VA,0.385,39.3,2028,37.294786,-76.757657
King George VA,0.379,41.1,656,38.291254,-77.162858
King William VA,0.384,39.4,499,37.702616,-77.05673
Lancaster VA,0.373,39.7,412,37.70389,-76.437123
Lee VA,0.433,41.1,729,36.715746,-83.103165
Loudoun DC,0.27,48.4,4494,,
Louisa VA,0.33,40,811,37.979376,-77.965373
Lunenburg VA,0.538,36.3,396,36.970055,-78.21653
Madison VA,0.384,41,398,38.378917,-78.23516
Mathews VA,0.304,45.9,309,37.444144,-76.342952
Mecklenburg VA,0.441,38.8,1103,36.691889,-78.320815
Middlesex VA,0.233,43.7,354,37.601651,-76.504547
Montgomery VA,0.374,40.2,1835,37.189631,-80.412336
Nelson VA,0.344,41.6,649,37.810028,-78.871691
New Kent VA,0.256,44.3,545,37.497253,-77.037031
Northampton VA,0.436,37.4,523,37.389508,-75.917594
Northumberland VA,0.396,37.8,333,37.890865,-76.414247
Nottoway VA,0.443,37.4,587,37.144866,-78.075207
Orange VA,0.342,40.2,1089,38.267152,-77.966785
Page VA,0.313,42.7,816,38.604441,-78.500392
Patrick VA,0.382,43.8,578,36.655724,-80.282113
Pittsylvania NC,0.391,40.5,1685,,
Powhatan VA,0.261,42.3,621,37.546342,-77.872664
Prince Edward VA,0.416,36.4,691,37.259323,-78.423416
Prince George VA,0.355,40.9,775,37.215406,-77.293227
Prince William DC,0.338,42.8,8731,,
Pulaski VA,0.448,35.3,992,37.081529,-80.705779
Rappahannock DC,0.204,44.8,343,,
Richmond VA,0.502,40.6,279,37.94866,-76.715071
Richmond VA,0.502,40.6,279,37.53579,-77.466976
Roanoke VA,0.341,43.7,2054,37.271414,-79.989575
Roanoke VA,0.341,43.7,2054,37.278728,-79.960131
Rockbridge VA,0.26,44.8,375,37.786365,-79.428059
Rockingham VA,0.287,44.6,2164,38.454851,-78.837195
Russell VA,0.32,46.7,970,36.935284,-82.090612
Scott TN,0.384,43.3,758,36.453953,-84.506554
Shenandoah VA,0.309,45.1,1233,38.86825,-78.529664
Smyth TN,0.37,39.8,1145,,
Southampton VA,0.435,38.4,464,36.71473,-77.070645
Spotsylvania VA,0.329,42.6,3399,38.238928,-77.571234
Stafford VA,0.312,44.2,3868,38.416536,-77.447823
Surry VA,0.354,40.7,296,37.118648,-76.867196
Sussex VA,0.442,37.3,477,36.972121,-77.210307
Tazewell VA,0.355,43.5,1610,37.147549,-81.566563
Warren DC,0.285,43.6,1030,,
Westmoreland VA,0.341,39.3,536,38.155269,-76.844011
Wise VA,0.314,43.2,1595,36.952922,-82.609349
Wythe VA,0.325,43,1001,36.919123,-81.066298
York VA,0.363,42.4,1900,37.172279,-76.49193
Alexandria City DC,0.263,43.7,2012,,
Bedford City VA,0.358,40.2,602,,
Bristol City TN,0.373,37.7,924,,
Buena Vista City VA,0.439,41.5,273,,
Charlottesville City VA,0.394,34.5,1236,,
Chesapeake City VA,0.376,39.4,8168,,
Colonial Heights City VA,0.326,43.8,935,,
Covington City VA,0.43,41.1,535,,
Danville City NC,0.44,34.9,2319,,
Emporia City NC,0.55,34.6,484,,
Fairfax City DC,0.185,53.3,1797,,
Falls Church City DC,0.236,47.3,396,,
Franklin City VA,0.4,35.6,567,,
Fredericksburg City VA,0.292,37.7,469,,
Galax City VA,0.443,40,497,,
Hampton City VA,0.375,37.4,5254,,
Harrisonburg City VA,0.36,42.4,1215,,
Hopewell City VA,0.384,37.9,1061,,
Lexington City VA,0.373,44.3,437,,
Lynchburg City VA,0.42,36.8,2782,,
Manassas City DC,0.303,45,2079,,
Manassas Park City DC,0.315,45.1,1594,,
Martinsville City VA,0.405,35,1221,,
Newport News City VA,0.41,36.3,6515,,
Norfolk City VA,0.385,35,7023,,
Petersburg City VA,0.366,33.7,2140,,
Poquoson City VA,0.253,51,557,,
Portsmouth City VA,0.37,35.8,3592,,
Radford VA,0.36,39.3,430,37.128676,-80.558831
Richmond City VA,0.347,30.9,5762,,
Roanoke City VA,0.407,35.1,3061,,
Salem City VA,0.331,42.6,1200,,
Staunton City VA,0.35,40.2,1095,,
Suffolk City VA,0.416,36.1,2384,,
Virginia Beach City VA,0.334,40.7,16584,,
Waynesboro City VA,0.37,39.3,956,,
Winchester City VA,0.403,39.5,816,,
Adams WA,0.329,47.7,809,46.865676,-119.02242
Asotin ID,0.389,40.4,828,,
Benton WA,0.275,45.2,6289,46.229004,-119.276099
Chelan WA,0.242,45.5,2583,47.530217,-120.344707
Clallam WA,0.311,40.4,2502,48.094258,-123.451968
Clark OR,0.274,41.9,13231,,
Cowlitz WA,0.325,40.4,3939,46.137731,-122.899958
Douglas WA,0.323,43.6,1276,47.511897,-120.172826
Ferry WA,0.309,40,281,48.622195,-118.531788
Franklin WA,0.311,43.6,2056,46.304218,-119.11931
Grant WA,0.308,44.4,2887,47.141696,-119.469973
Grays Harbor WA,0.371,40.8,2899,46.991374,-123.76763
Island WA,0.225,45.3,2115,48.206288,-122.576588
Jefferson WA,0.215,44.1,864,48.008216,-122.825295
King WA,0.273,43.8,53300,47.54832,-122.229983
Kitsap WA,0.275,42.7,9246,47.613056,-122.632791
Kittitas WA,0.278,46.5,1079,47.047742,-120.623911
Klickitat OR,0.395,40.6,791,,
Lewis WA,0.296,43.4,3049,46.617975,-122.832505
Lincoln WA,0.301,48.4,432,47.633857,-118.325118
Mason WA,0.246,41.9,1849,47.287955,-123.036931
Okanogan WA,0.299,42,1792,48.446246,-119.578336
Pacific WA,0.345,42.5,758,46.528108,-123.896075
Pend Oreille WA,0.342,44.5,542,48.286333,-117.222011
Pierce WA,0.285,42,26584,47.179454,-122.410936
San Juan WA,0.255,39.1,439,48.576187,-122.980165
Skagit WA,0.26,44.2,3927,48.466681,-122.335882
Skamania OR,0.346,40.2,339,,
Snohomish WA,0.248,44.2,22690,47.929139,-122.189388
Spokane WA,0.312,41.9,16649,47.681186,-117.37087
Stevens WA,0.289,43,1698,48.279486,-117.810545
Thurston WA,0.271,42.2,8479,46.999073,-122.840989
Walla Walla WA,0.278,43.5,1953,46.077821,-118.390182
Whatcom WA,0.276,44.1,5797,48.820552,-122.485318
Whitman WA,0.265,50.4,1116,46.797297,-117.221303
Yakima WA,0.304,42.9,8712,46.515822,-120.41619
Barbour WV,0.363,46.3,559,39.109653,-80.004972
Berkeley PA,0.356,39.4,2712,,
Boone WV,0.337,44,926,38.054143,-81.752712
Braxton WV,0.339,48.3,441,38.691193,-80.728585
Brooke OH,0.333,43,783,,
Cabell KY,0.391,38.1,3632,,
Calhoun WV,0.311,50.8,296,38.85054,-81.104298
Clay WV,0.27,44.5,413,38.468912,-81.103578
Fayette WV,0.358,43.3,1881,38.033101,-81.13355
Grant MD,0.452,41.3,343,,
Greenbrier WV,0.358,43,1373,37.855598,-80.493567
Hampshire VA,0.371,40.6,726,,
Hardy MD,0.371,42.6,416,,
Harrison WV,0.396,41.9,2811,39.287945,-80.343216
Jackson WV,0.406,40.8,1168,38.840404,-81.712041
Kanawha WV,0.348,40.4,7487,38.361943,-81.652953
Lewis WV,0.33,46.4,694,39.03246,-80.471273
Lincoln WV,0.398,45.7,800,38.199035,-82.066952
Logan WV,0.302,44.9,1505,37.856637,-81.971518
McDowell WV,0.268,42.4,967,37.389931,-81.658541
Marion WV,0.345,45.1,2100,39.486129,-80.181612
Marshall WV,0.285,47,1171,39.926441,-80.7045
Mason OH,0.345,41.7,982,,
Mercer VA,0.354,40.5,2099,,
Mineral MD,0.377,43.9,1087,,
Mingo KY,0.383,44.9,1254,,
Monongalia WV,0.338,43.2,2120,39.636196,-79.959809
Monroe VA,0.348,44.2,420,,
Morgan PA,0.303,42,442,,
Nicholas WV,0.374,45.9,1034,38.275855,-80.775451
Ohio WV,0.38,41.8,1885,40.078993,-80.672339
Pendleton VA,0.398,47.6,297,,
Pleasants WV,0.25,49.7,297,39.383419,-81.19208
Pocahontas WV,0.201,45.3,284,38.286867,-80.024122
Preston WV,0.356,47.3,1160,39.495471,-79.676099
Putnam WV,0.277,44.7,1895,38.475729,-81.926568
Raleigh WV,0.315,44.5,2756,37.770284,-81.202994
Randolph WV,0.372,42.8,1064,38.869406,-79.872569
Ritchie WV,0.474,43.2,423,39.213934,-81.044436
Roane WV,0.352,45.1,564,38.729491,-81.346321
Summers WV,0.433,39.9,441,37.666908,-80.847554
Taylor WV,0.438,44.2,574,39.337291,-80.064419
Tyler WV,0.176,50.8,317,39.508846,-80.925137
Upshur WV,0.303,46.7,850,38.953837,-80.228779
Webster WV,0.38,46.6,362,38.469808,-80.479615
Wetzel WV,0.367,44.3,747,39.62681,-80.758633
Wirt WV,0.344,43.8,254,39.052702,-81.392132
Wood WV,0.387,39.1,3330,39.266169,-81.530388
Wyoming WV,0.248,47.3,967,37.628554,-81.564644
Adams WI,0.401,39.4,368,43.944401,-89.782239
Ashland WI,0.375,44.9,841,46.470378,-90.783551
Barron WI,0.312,49.1,2028,45.436158,-91.815595
Bayfield WI,0.225,43.6,550,46.588678,-91.102103
Brown WI,0.328,46.2,8320,44.497198,-88.031843
Buffalo WI,0.211,52.8,632,44.379071,-91.743927
Burnett WI,0.261,45.5,499,45.833418,-92.413067
Calumet WI,0.267,53.6,1076,44.149211,-88.258764
Chippewa WI,0.289,48.6,2336,44.986588,-91.32738
Clark WI,0.259,52.7,1701,44.784643,-90.547599
Columbia WI,0.254,47.5,2347,43.46149,-89.367399
Crawford WI,0.303,50.3,774,43.159807,-91.011263
Dane WI,0.343,42.4,13128,43.074343,-89.393883
Dodge WI,0.259,50.1,3661,43.434231,-88.712346
Door WI,0.197,51.1,1120,44.904102,-87.345365
Dunn WI,0.292,48.6,1539,44.914467,-91.895108
Eau Claire WI,0.307,46.1,3302,44.790413,-91.454948
Fond Du Lac WI,0.337,48.3,3847,,
Forest WI,0.335,48.5,359,45.561305,-88.806904
Grant WI,0.274,51.5,2280,42.82529,-90.616057
Green WI,0.295,48,1416,42.670633,-89.576089
Green Lake WI,0.253,50.9,927,43.844076,-89.013089
Iowa WI,0.186,53,903,42.982704,-90.126735
Jackson WI,0.254,46.1,667,44.320474,-90.901558
Jefferson WI,0.299,46.5,2858,43.040167,-88.784757
Juneau WI,0.212,48.4,1057,43.842134,-90.100354
Kenosha WI,0.388,38.1,5206,42.572633,-87.922956
Kewaunee WI,0.315,49.6,904,44.527541,-87.58979
La Crosse WI,0.339,45.3,3696,43.858367,-91.208437
Lafayette WI,0.268,54.3,765,42.661836,-90.139042
Langlade WI,0.294,46,802,45.18444,-89.105771
Lincoln WI,0.299,48,1366,45.285493,-89.686664
Manitowoc WI,0.308,48.2,3389,44.104426,-87.723854
Marathon WI,0.255,49.9,5049,44.908503,-89.710946
Marinette MI,0.346,46.5,2070,,
Marquette WI,0.381,43.7,629,43.813741,-89.41107
Milwaukee WI,0.434,36.1,32902,43.032865,-87.959548
Monroe WI,0.31,47,1814,43.942291,-90.640636
Oconto WI,0.314,47.2,1388,44.8979,-88.147837
Oneida WI,0.315,45.6,1467,45.708051,-89.490882
Outagamie WI,0.297,48.2,7299,44.309508,-88.400738
Ozaukee WI,0.257,49.7,3556,43.32038,-87.949891
Pepin WI,0.182,58.9,373,44.590724,-91.989241
Pierce MN,0.205,53.8,1757,,
Polk WI,0.267,47.4,1876,45.406302,-92.478528
Portage WI,0.28,48.1,2541,44.498175,-89.526902
Price WI,0.295,50.3,701,45.724747,-90.398474
Racine WI,0.383,39.6,7992,42.734943,-87.926109
Richland WI,0.298,44.4,624,43.350327,-90.39055
Rock WI,0.338,41.2,5954,42.651893,-89.03741
Rusk WI,0.39,46.6,637,45.448067,-91.127194
St Croix MN,0.243,50.1,2473,,
Sauk WI,0.346,46.3,2208,43.446515,-89.869597
Sawyer WI,0.328,42.1,693,45.936442,-91.346565
Shawano WI,0.282,48.4,1488,44.787648,-88.68623
Sheboygan WI,0.318,46.3,4590,43.733217,-87.820251
Taylor WI,0.271,50.9,834,45.173257,-90.412651
Trempealeau WI,0.263,50.9,1282,44.292059,-91.360514
Vernon WI,0.284,49.5,1321,43.605782,-90.836755
Vilas WI,0.285,44.3,675,45.984593,-89.499417
Walworth WI,0.265,45.3,3260,42.664074,-88.540668
Washburn WI,0.256,46.1,771,45.847241,-91.834412
Washington WI,0.282,49.6,4912,43.347344,-88.215167
Waukesha WI,0.295,47.8,14981,43.034419,-88.236902
Waupaca WI,0.227,49.1,2496,44.432371,-88.937106
Waushara WI,0.288,46.4,729,44.10115,-89.22596
Winnebago WI,0.334,44.5,5541,44.100643,-88.540068
Wood WI,0.293,48.5,3739,44.478782,-89.963901
Albany WY,0.225,48.5,978,41.314993,-105.598281
Campbell WY,0.225,54.7,1902,44.254397,-105.494894
Carbon WY,0.252,49.4,758,41.670117,-107.083924
Converse WY,0.288,54.2,689,42.79411,-105.527589
Crook WY,0.166,61.7,304,44.432535,-104.625297
Fremont WY,0.338,46.4,1789,43.013591,-108.608913
Goshen WY,0.305,48.8,529,42.046971,-104.220514
Johnson WY,0.198,56.3,308,44.290845,-106.693517
Laramie WY,0.285,45.2,3321,41.153225,-104.773209
Lincoln WY,0.19,52.7,962,42.580437,-110.841375
Natrona WY,0.293,49.5,2940,42.844218,-106.336877
Park WY,0.219,52.4,1212,44.615174,-108.97346
Platte WY,0.198,54.1,422,42.10231,-104.928453
Sheridan WY,0.227,50.9,1148,44.781091,-106.974338
Sweetwater WY,0.204,53.1,2349,41.580266,-109.295115
Uinta WY,0.316,50.3,1366,41.27186,-110.767519
Washakie WY,0.342,47.5,461,44.012142,-107.911552
Weston WY,0.289,52.6,377,43.910214,-104.312414
